"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.387862208E0,4.640350342E-1,3.661386108E-1,9.866582336E0,9.884272001E0
2.397893208E0,4.487667847E-1,3.873944092E-1,9.836195526E0,9.854045285E0
2.407924208E0,4.093986511E-1,4.191284180E-1,9.807155914E0,9.824641623E0
2.417955208E0,3.761677551E-1,4.333488464E-1,9.826615448E0,9.843356367E0
2.427986208E0,3.489244080E-1,4.355941772E-1,9.814490662E0,9.830346763E0
2.438017208E0,3.773652649E-1,4.270619202E-1,9.840087433E0,9.856576846E0
2.448048208E0,4.379891968E-1,3.848497009E-1,9.873168640E0,9.890369196E0
2.458079208E0,4.938230896E-1,3.477268982E-1,9.875713348E0,9.894164410E0
2.468110208E0,5.192701721E-1,3.260220337E-1,9.867630157E0,9.886660549E0
2.478141208E0,5.195695496E-1,3.231779480E-1,9.890831909E0,9.909740277E0
2.488172208E0,5.213658142E-1,3.091072083E-1,9.889634399E0,9.908190457E0
2.498203208E0,5.057981873E-1,3.088078308E-1,9.877808990E0,9.895569945E0
2.508234208E0,4.598437500E-1,2.896476746E-1,9.865983582E0,9.880940445E0
2.518265208E0,4.246669006E-1,2.992277527E-1,9.866732025E0,9.880398781E0
2.528297208E0,4.267625427E-1,3.171903992E-1,9.857601013E0,9.871931612E0
2.538328208E0,4.430786133E-1,3.432362366E-1,9.853709106E0,9.869635906E0
2.548359208E0,4.508624268E-1,3.535647583E-1,9.865534515E0,9.882158481E0
2.558390208E0,4.715194702E-1,3.700305176E-1,9.875413971E0,9.893586523E0
2.568421208E0,4.647834778E-1,3.644920349E-1,9.844877472E0,9.862580320E0
2.578452208E0,4.387376404E-1,3.622467041E-1,9.834249573E0,9.850694293E0
2.588483208E0,4.201762390E-1,3.589535522E-1,9.836195526E0,9.851707372E0
2.598514208E0,4.014651489E-1,3.457809448E-1,9.814640350E0,9.828931983E0
2.608545208E0,4.110452271E-1,3.363505554E-1,9.801467743E0,9.815847380E0
2.618576208E0,4.053570557E-1,3.272195435E-1,9.791588287E0,9.805436663E0
2.628607208E0,4.285588074E-1,3.106040955E-1,9.810748444E0,9.825015144E0
2.638638208E0,4.501139832E-1,2.999761963E-1,9.827064514E0,9.841940118E0
2.648669208E0,4.658312988E-1,3.023712158E-1,9.855655060E0,9.871289876E0
2.658700208E0,4.914280701E-1,2.830613708E-1,9.868977356E0,9.885258689E0
2.668731208E0,5.162763977E-1,2.856060791E-1,9.885592804E0,9.903184197E0
2.678762208E0,4.977149963E-1,2.945874023E-1,9.893226929E0,9.910118113E0
2.688793208E0,4.567002869E-1,3.125500488E-1,9.877509613E0,9.893000497E0
2.698824208E0,4.156855774E-1,3.091072083E-1,9.859397278E0,9.872996326E0
2.708855208E0,3.790118408E-1,2.978805542E-1,9.850116577E0,9.861905464E0
2.718886208E0,3.543132019E-1,3.233276367E-1,9.868528290E0,9.880178602E0
2.728917042E0,3.638932800E-1,3.366499329E-1,9.897567902E0,9.909974867E0
2.738948042E0,3.897894287E-1,3.528163147E-1,9.856852570E0,9.870864082E0
2.748979042E0,3.861968994E-1,3.746708679E-1,9.795629883E0,9.810397092E0
2.759010042E0,3.734733582E-1,3.755690002E-1,9.776918793E0,9.791255052E0
2.769041042E0,3.739224243E-1,3.414399719E-1,9.779313812E0,9.792414303E0
2.779073042E0,3.620970154E-1,3.240760803E-1,9.822424164E0,9.834437249E0
2.789104042E0,3.821553040E-1,3.068618774E-1,9.883197784E0,9.895342608E0
2.799135042E0,4.122427368E-1,3.037184143E-1,9.881551208E0,9.894808903E0
2.809166042E0,4.345463562E-1,2.971321106E-1,9.815688171E0,9.829794113E0
2.819197042E0,4.224215698E-1,2.914439392E-1,9.811047821E0,9.824461252E0
2.829228042E0,4.300556946E-1,2.778222656E-1,9.917177124E0,9.930384445E0
2.839259042E0,4.828958130E-1,2.862048340E-1,1.005548950E1,1.007114545E1
2.849290042E0,5.340893555E-1,2.941383362E-1,9.993218994E0,1.001180277E1
2.859321042E0,4.959187317E-1,2.920426941E-1,9.817334747E0,9.834189639E0
2.869352042E0,4.102967834E-1,2.948867798E-1,9.694889374E0,9.708047262E0
2.879383042E0,3.405418396E-1,2.610571289E-1,9.726174316E0,9.735634874E0
2.889414042E0,3.490740967E-1,2.442919922E-1,9.846973114E0,9.856186423E0
2.899445042E0,3.939807129E-1,2.409988403E-1,9.929601288E0,9.940336160E0
2.909476042E0,4.381388855E-1,2.489323425E-1,9.918823700E0,9.931616011E0
2.919507042E0,4.575984192E-1,2.824626160E-1,9.835746460E0,9.850436024E0
2.929538042E0,4.348457336E-1,3.266207886E-1,9.775571594E0,9.790688022E0
2.939569042E0,4.038601685E-1,3.691323853E-1,9.807455292E0,9.822705384E0
2.949600042E0,3.706292725E-1,4.031117249E-1,9.831255798E0,9.846494589E0
2.959631042E0,3.758683777E-1,4.123924255E-1,9.856702881E0,9.872483792E0
2.969662042E0,3.827540588E-1,4.120930481E-1,9.861792297E0,9.877816999E0
2.979693042E0,4.002676392E-1,4.143383789E-1,9.886490936E0,9.903261761E0
2.989724042E0,4.427792358E-1,4.032614136E-1,9.883796539E0,9.901924422E0
2.999755042E0,4.441264343E-1,3.562591553E-1,9.881401520E0,9.897790909E0
3.009786042E0,4.291575623E-1,3.118016052E-1,9.884395294E0,9.898619438E0
3.019818042E0,3.999682617E-1,2.580633545E-1,9.886940002E0,9.898391481E0
3.029848042E0,3.803590393E-1,2.320175171E-1,9.899513855E0,9.909534787E0
3.039880042E0,3.769161987E-1,2.097138977E-1,9.859996033E0,9.869425895E0
3.049911042E0,3.763174438E-1,2.049238586E-1,9.850266266E0,9.859581843E0
3.059942042E0,3.849993896E-1,2.077679443E-1,9.832902374E0,9.842629788E0
3.069973042E0,4.177812195E-1,2.336640930E-1,9.820777588E0,9.832436752E0
