"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.263655000E0,7.345225525E-1,2.848576355E-1,9.878557434E0,9.909922514E0
1.273687000E0,7.635621643E-1,2.917433167E-1,9.882599030E0,9.916345341E0
1.283718000E0,7.668553162E-1,3.115022278E-1,9.853559418E0,9.888262431E0
1.293750000E0,7.505392456E-1,3.219804382E-1,9.821675720E0,9.855571750E0
1.303781000E0,7.385641479E-1,3.013233948E-1,9.805209961E0,9.837602105E0
1.313813000E0,7.421566772E-1,3.091072083E-1,9.804162140E0,9.837069638E0
1.323844000E0,7.343728638E-1,2.935395813E-1,9.814191284E0,9.846005259E0
1.333876000E0,7.327262878E-1,2.962339783E-1,9.822723541E0,9.854468030E0
1.343907000E0,7.238946533E-1,2.923420715E-1,9.796528015E0,9.827586098E0
1.353938000E0,7.000941467E-1,2.884501648E-1,9.790540466E0,9.819776878E0
1.363970000E0,6.821315002E-1,2.721340942E-1,9.807604980E0,9.835063589E0
1.374001000E0,6.930587769E-1,2.583627319E-1,9.812245331E0,9.840083343E0
1.384033000E0,6.906637573E-1,2.585124207E-1,9.839937744E0,9.867533628E0
1.394064000E0,6.971003723E-1,2.640509033E-1,9.834848328E0,9.863058016E0
1.404096000E0,6.962022400E-1,2.644999695E-1,9.836195526E0,9.864349964E0
1.414127000E0,6.947053528E-1,2.743794250E-1,9.831255798E0,9.859588742E0
1.424159000E0,6.902146912E-1,2.942880249E-1,9.813592529E0,9.842235523E0
1.434190000E0,6.881190491E-1,2.984793091E-1,9.813143463E0,9.841767237E0
1.444221000E0,6.936575317E-1,2.836601257E-1,9.836195526E0,9.864703050E0
1.454253000E0,7.114704895E-1,2.838098145E-1,9.854607239E0,9.884332152E0
1.464284000E0,7.155120850E-1,2.981799316E-1,9.858798523E0,9.889225305E0
1.474316000E0,6.987469482E-1,2.926414490E-1,9.838590546E0,9.867712513E0
1.484347000E0,6.631210327E-1,3.134481812E-1,9.831405487E0,9.858727764E0
1.494379000E0,6.686595154E-1,3.212319946E-1,9.841883698E0,9.869800923E0
1.504410000E0,6.884184265E-1,3.089575195E-1,9.863738251E0,9.892558160E0
1.514441000E0,6.942562866E-1,3.195854187E-1,9.856403503E0,9.885990929E0
1.524473000E0,7.159611511E-1,3.132984924E-1,9.870025177E0,9.900916791E0
1.534504000E0,7.123686218E-1,3.201841736E-1,9.852661285E0,9.883568251E0
1.544536000E0,7.018904114E-1,3.224295044E-1,9.813742218E0,9.844091998E0
1.554567000E0,6.978488159E-1,2.986289978E-1,9.827363892E0,9.856634989E0
1.564599000E0,7.033872986E-1,2.785707092E-1,9.843380585E0,9.872410884E0
1.574630000E0,7.179071045E-1,2.818638611E-1,9.824819183E0,9.855044892E0
1.584662000E0,7.086264038E-1,3.047662354E-1,9.777667236E0,9.808048247E0
1.594693000E0,7.077282715E-1,3.179388428E-1,9.743238831E0,9.774081406E0
1.604724000E0,7.107220459E-1,2.787203979E-1,9.760453033E0,9.790263240E0
1.614756000E0,7.385641479E-1,2.176473999E-1,9.839338989E0,9.869419392E0
1.624787000E0,7.923023987E-1,2.246827698E-1,9.879904633E0,9.914168699E0
1.634819000E0,7.934999084E-1,1.769320679E-1,9.925410004E0,9.958650049E0
1.644850000E0,8.002359009E-1,2.167492676E-1,9.871222687E0,9.905977744E0
1.654882000E0,7.605683899E-1,2.680924988E-1,9.771529999E0,9.804750705E0
1.664913000E0,7.373666382E-1,2.761756897E-1,9.774673462E0,9.806335904E0
1.674944583E0,7.128176880E-1,2.980302429E-1,9.797875214E0,9.828290278E0
1.684975583E0,6.890171814E-1,3.405418396E-1,9.794881439E0,9.824989355E0
1.695006583E0,6.765930176E-1,3.947291565E-1,9.804012451E0,9.835255429E0
1.705038583E0,6.848258972E-1,4.180805969E-1,9.812993774E0,9.845741451E0
1.715069583E0,7.153623962E-1,4.343966675E-1,9.827363892E0,9.862936930E0
1.725101583E0,7.288343811E-1,4.245172119E-1,9.889484711E0,9.925387764E0
1.735132583E0,7.226971436E-1,3.818559265E-1,9.909842377E0,9.943494408E0
1.745164583E0,7.176077271E-1,3.525169373E-1,9.931846619E0,9.963975426E0
1.755195583E0,7.068301392E-1,3.113525391E-1,9.912387085E0,9.942432649E0
1.765226583E0,7.044351196E-1,2.912942505E-1,9.868827667E0,9.898224119E0
1.775258583E0,6.912625122E-1,2.707868958E-1,9.819580078E0,9.847604902E0
1.785289583E0,6.991960144E-1,2.689906311E-1,9.800419922E0,9.829011226E0
1.795321583E0,7.194039917E-1,2.712359619E-1,9.777667236E0,9.807848267E0
1.805352583E0,7.249424744E-1,2.742297363E-1,9.775421906E0,9.806101008E0
1.815384583E0,7.280859375E-1,2.673440552E-1,9.798623657E0,9.829272992E0
